Time,Temp,Hum,Baro,Acc(x),Acc(y),Acc(z),Mag(x),Mag(y),Mag(z),Gyro(x),Gyro(y),Gyro(z),Light,Lat,Long,Stop
12:29:05.220,-9999,-9999,1002.66895,0.59661865,3.495636,8.972565,-28.114319,-3.8208008,7.788086,0.029449463,-0.041931152,-0.0069274902,80.85722,35.904887,-79.0549322,-9999
12:29:05.345,-9999,-9999,1002.66895,0.6201172,3.515564,8.99704,-27.069092,-5.352783,7.0861816,0.013504028,-0.014877319,-0.0059814453,80.051315,35.904887,-79.0549322,-9999
12:29:05.475,-9999,-9999,1002.66895,0.65945435,3.5274048,8.862244,-27.337646,-4.699707,7.5820923,0.037109375,0.018798828,0.0046691895,80.0,35.904887,-79.0549322,-9999
12:29:05.607,-9999,-9999,1002.66895,0.75253296,3.5219421,9.069122,-27.694702,-5.809021,7.7407837,0.0028381348,-0.005706787,0.008361816,81.0,35.904887,-79.0549322,-9999
12:29:05.735,-9999,-9999,1002.66895,0.66864014,3.3864899,8.959518,-26.985168,-4.069519,6.539917,0.024505615,0.014633179,-0.008804321,81.0,35.904887,-79.0549322,-9999
12:29:05.863,-9999,-9999,1002.67596,0.7317352,3.6280212,8.93425,-26.985168,-2.6916504,7.548523,-0.011260986,-0.0079956055,0.010375977,81.94101,35.904897,-79.054919,-9999
12:29:05.987,-9999,-9999,1002.66895,0.72576904,3.6346283,8.975098,-27.505493,-4.2419434,7.044983,0.022842407,0.021102905,0.009994507,82.0,35.904897,-79.054919,-9999
12:29:06.112,-9999,-9999,1002.66895,0.78959656,3.6467438,8.913239,-26.811218,-4.006958,7.699585,0.016906738,-0.024993896,0.009994507,81.0,35.904897,-79.054919,-9999
12:29:06.249,-9999,-9999,1002.6789,0.7942505,3.7009277,8.953308,-25.769043,-4.5394897,6.706238,0.031311035,-0.019546509,0.004348755,80.04794,35.904897,-79.054919,-9999
12:29:06.368,-9999,-9999,1002.6789,0.81217957,3.7148895,8.960327,-26.985168,-4.9438477,7.5286865,0.032409668,-0.07330322,0.0048675537,80.0,35.904897,-79.054919,-9999
12:29:06.501,-9999,-9999,1002.6889,0.9116516,3.6858978,8.81839,-27.47345,-4.244995,8.267212,0.0011901855,-0.039474487,0.006500244,79.04988,35.904897,-79.054919,-9999
12:29:06.631,-9999,-9999,1002.6889,0.98791504,3.68779,8.818954,-26.637268,-2.6916504,8.221436,0.014846802,0.008483887,-8.69751E-4,78.0,35.904897,-79.054919,-9999
12:29:06.753,-9999,-9999,1002.6889,1.0169067,3.7036438,8.874878,-27.505493,-4.2419434,9.399414,0.06361389,-0.043304443,0.004257202,78.0,35.9049137,-79.0548997,-9999
12:29:06.877,-9999,-9999,1002.6989,0.9328003,3.7618256,8.874863,-27.97699,-5.055237,7.949829,0.043655396,-0.004547119,-7.6293945E-4,78.0,35.9049137,-79.0548997,-9999
12:29:07.010,-9999,-9999,1002.6889,0.96295166,3.71669,8.980057,-27.934265,-4.180908,8.468628,0.007904053,-0.008377075,0.0035858154,78.0,35.9049137,-79.0548997,-9999
12:29:07.135,-9999,-9999,1002.6889,1.0136566,3.8287659,8.848724,-26.724243,-5.065918,9.269714,0.020004272,0.00491333,0.009994507,78.95186,35.9049137,-79.0548997,-9999
12:29:07.259,-9999,-9999,1002.6889,0.8875885,3.7184753,8.893204,-27.168274,-4.814148,9.07135,-0.011428833,0.0021514893,0.007659912,79.0,35.9049137,-79.0548997,-9999
12:29:07.381,-9999,-9999,1002.6889,0.9268646,3.787094,8.780823,-27.313232,-4.434204,8.204651,0.004699707,0.025436401,6.2561035E-4,79.0,35.9049137,-79.0548997,-9999
